"ML#","% Interests In Common Elmts","Sewer Type","Sold Price","Spa Location","Special Assessments YN","Stories","Stories In Building","Style","Subdivision","Tennis Courts YN","Termite Contract YN","Transaction Type","Water Type","Waterfront","Year Built"
"BR2021014576","","City","$202,000","","","1.0","","Traditional","Homewood","","","","Public","",""
"BR2021014581","","","$95,000","","","1.0","","Traditional","Victoria Farms","","","","Public","",""
"BR2021014589","","City","$426,500","","","1.0","","Traditional","Tara Subd","","","","Public","",""
"BR2021014590","","City","$95,000","","","1.0","","Traditional","Holiday Acres","","","","","",""
"2315389","","City","$564,900","","","1.0","","Other","","","No","","Public","",""
"BR2021014591","","City","$217,000","","","1.0","","Traditional","Parkview Oaks South","","","","Public","",""
"BR2021014593","","City","$148,500","","","2.0","","Traditional","Arlington Plantation Twhm","","","","Public","",""
"BR2021014594","","Septic","$28,000","","","1.0","","Traditional","Cedar Glen","","","","Public","",""
"BR2021014611","","City","$64,500","","","1.0","","Traditional","Merrydale","","","","Public","","0"
"BR2021014614","","City","$185,000","","","1.0","","Traditional","Pin Oak","","","","Public","","1988"
"BR2021014617","","City","$564,900","","","1.0","","Other","University Club Plantation","","","","Public","","2019"
"2315404","","City","$200,000","None","","1.0","","Traditional","New Subdivision","","No","","Public","",""
"BR2021014630","","City","$226,000","","","1.0","","Traditional","Nicholson Lakes","","","","Public","Water Front",""
"BR2021014633","","City","$406,000","","","1.5","","Traditional","Woods The","","","","Public","",""
"BR2021014638","","City","$153,000","","","1.0","","Traditional","Georgetown","","","","Public","",""
"BR2021014643","","City","$315,000","","","2.0","","Acadian","Sherwood Forest","","","","Public","","1965"
"BR2021014648","","City","$171,000","","","1.0","","Ranch","South River Oaks","","","","Public","","1979"
"BR2021014663","","City","$399,000","","","2.0","","Cottage","Zeeland Place","","","","Public","",""
"BR2021014669","","City","$250,000","","","1.0","","Traditional","Essen Cove","","","","Public","","2003"
"BR2021014670","","City","$239,500","","","1.0","","Cottage","Capital Heights","","","","Public","",""
"BR2021014676","","City","$252,000","","","1.0","","French Country","Jefferson Quarters","","","","Public","Water Access Community","2003"
"BR2021014680","","","$109,900","","","1.0","","Traditional","Park Place Condominium","","","","Public","",""
"BR2021014681","","City","$387,000","","","1.0","","French Country","Lakes At Jamestown The","","","","Public","","2011"
"BR2021014683","","","$26,000","","","1.0","","Other","Addition To Swart","","","","Public","",""
"BR2021014686","","City","$260,000","","","1.0","","Traditional","Green Acres","","","","Public","",""
"BR2021014691","","City","$219,000","","","1.0","","Ranch","Shenandoah Estates","","","","Public","",""
"BR2021014693","","City","$240,000","","","1.0","","Traditional","La Louisiane","","","","Public","","2010"
"BR2021014699","","City","$800,000","","","1.0","","Other","Glenmore Place","","","","Public","","2009"
"BR2021014705","","City","$254,900","","","1.5","","Traditional","Preserve At Hunters Lake","","","","Public","","2008"
"BR2021014706","","City","$259,000","","","2.0","","Contemporary","Lake At Anselmo","","","","Public","","2016"
"BR2021014713","","City","$389,900","","","1.0","","Traditional","Tara Subd","","","","Public","",""
"BR2021014714","","City","$290,000","","","1.0","","Traditional","University Villas","","","","Public","Water Front","2014"
"BR2021014715","","City","$186,000","","","1.0","","Other","Westhaven","","","","Public","",""
"BR2021014722","","City","$190,000","","","1.0","","Traditional","Broadmoor","","","","Public","",""
"BR2021014727","","City","$216,500","","","2.0","","Acadian","Briar Place","","","","Public","",""
"BR2021014728","","City","$260,000","","","1.0","","Ranch","Briar Place","","","","Public","",""
"BR2021014739","","City","$290,000","","","1.0","","Traditional","Jefferson Quarters","","","","Public","","2016"
"BR2021014766","","City","$197,500","","","1.5","","Traditional","Highland Creek","","","","Public","",""
"BR2021014777","","City","$180,000","","","1.0","","Traditional","Myrtle Grove","","","","Public","",""
"BR2021014780","","City","$689,000","","","2.0","","Acadian","Country Club Of La","","","","Public","","1995"
"BR2021014781","","City","$123,000","","","1.0","","Traditional","East Sherwood Forest","","","","Public","",""
"BR2021014784","","City","$349,900","","","1.0","","Traditional","Wisteria Lakes","","","","Public","","2008"
"BR2021014785","","City","$132,095","","","1.0","","Traditional","Shenandoah Hills","","","","Public","","1993"
"BR2021014789","","City","$228,500","","","1.0","","Traditional","Shenandoah Estates","","","","Public","",""
"BR2021014790","","City","$170,000","","","1.0","","Other","Highland Creek","","","","","","1983"
"BR2021014801","","City","$235,000","","","1.0","","Traditional","Essen Cove","","","","Public","","2004"
"BR2021014803","","","$121,000","","","2.0","","Traditional","Townhomes Of Parkoaks","","","","Public","",""
"BR2021014807","","City","$156,000","","","1.0","","Traditional","Donwood","","","","Public","",""
"BR2021014818","","City","$204,500","","","1.0","","Traditional","Villa Del Rey","","","","Public","",""
"BR2021014820","","City","$305,000","","","1.0","","Ranch","East Sherwood Forest","","","","Public","","1967"
"BR2021014828","","City","$370,000","","","1.5","","Traditional","Old Goodwood Gardens","","","","Public","","2004"
"BR2021014839","","City","$775,000","","","1.0","","Traditional","Jefferson Place","","","","Public","",""
"BR2021014865","","","$181,000","","","2.0","","Cottage","Highland Creek","","","","Public","","1980"
"BR2021014869","","City","$251,000","","","1.0","","Traditional","Sherwood Forest","","","","Public","",""
"BR2021014878","","City","$181,000","","","1.0","","Ranch","East Sherwood Forest","","","","Public","","1963"
"BR2021014880","","City","$270,000","","","1.0","","Traditional","Pelican Lakes","","","","Public","Water Front","2017"
"BR2021014886","","City","$137,000","","","1.0","","Traditional","Brandon Hollow Ii","","","","Public","","1982"
"BR2021014888","","City","$190,000","","","1.0","","Cottage","Fairwood Estates","","","","Public","","1981"
"BR2021014889","","City","$193,000","","","1.0","","Traditional","Villa Del Rey","","","","Public","",""
"BR2021014891","","City","$168,000","","","1.0","","Traditional","North Merrydale","","","","Public","",""
"BR2021014895","","City","$295,000","","","1.0","","Traditional","Westminster Place","","","","Public","",""
"BR2021014897","","City","$172,000","","","1.0","","Traditional","Summerwood Villas","","","","Public","","2006"
"BR2021014899","","City","$786,000","","","1.5","","French Country","Lexington Estates","","","","Public","","2012"
"BR2021014900","","City","$230,000","","","1.0","","Traditional","Summerwood","","","","Public","",""
"BR2021014905","","City","$457,000","","","2.0","","Traditional","Woodland Ridge","","","","Public","","1978"
"BR2021014916","","City","$185,000","","","1.0","","Traditional","Maison Deville Townhomes","","","","Public","",""
"BR2021014926","","City","$180,000","","","1.0","","Acadian","Pecan Creek","","","","Public","","1983"
"BR2021014937","","City","$54,000","","","1.0","","Traditional","Nesser Gardens Condos","","","","Public","",""
"BR2021014942","","City","$103,000","","","2.0","","Other","Longwood Court","","","","Public","","1983"
"BR2021014947","","City","$179,900","","","1.0","","Traditional","River Oaks","","","","Public","","1978"
"BR2021014948","","City","$211,500","","","1.0","","Traditional","Brownfields","","","","Public","",""
"BR2021014950","","City","$156,000","","","1.0","","Traditional","Hermitage","","","","Public","",""
"BR2021014951","","City","$685,000","","","1.0","","Traditional","Inniswold Estates","","","","Public","","2018"
"BR2021014953","","City","$240,000","","","1.0","","Traditional","Estates At Worthington Lk","","","","Public","","2002"
"BR2021014959","","City","$294,000","","","1.0","","Traditional","Westminster Place","","","","Public","",""
"BR2021014973","","City","$170,000","","","1.0","","Ranch","West River Oaks","","","","Public","",""
"BR2021014978","","City","$305,000","","","1.0","","Traditional","Vignes Lake","","","","Public","","1999"
"BR2021014979","","City","$280,000","","","2.0","","Traditional","Broadmoor Place","","","","Public","",""
"BR2021014985","","","$330,000","","","1.0","","Cottage","Zeeland Place","","","","Public","",""
"BR2021014989","","City","$140,000","","","2.0","","Traditional","Jefferson Woods Townhome","","","","Public","","1980"
"BR2021015004","","City","$287,000","","","1.0","","Traditional","North Broadmoor","","","","Public","",""
"BR2021015005","","City","$330,000","","","1.0","","Traditional","Tara Subd","","","","Public","","1970"
"BR2021015008","","City","$855,000","","","1.0","","Traditional","Woodstone Estates","","","","Public","",""
"BR2021015015","","City","$394,500","","","1.0","","Other","Zeeland Place","","","","Public","",""
"BR2021015028","","City","$229,000","","","1.0","","Ranch","Broadmoor Place","","","","Public","",""
"BR2021015030","","City","$285,000","","","2.0","","Traditional","Estates At Worthington Lk","","","","Public","Water Front",""
"BR2021015032","","City","$275,000","","","1.0","","Acadian","Briarwood Estates","","","","Public","","2008"
"BR2021015039","","City","$323,000","","","1.0","","French Country","Fairhill At Bluebonnet Hi","","","","Public","","2009"
"BR2021015040","","City","$195,000","","","1.0","","Traditional","Maison Deville Townhomes","","","","Public","","2003"
"BR2021015041","","City","$136,000","","","1.0","","Traditional","Old Goodwood Landing","","","","Public","","1983"
"BR2021015042","","City","$235,000","","","1.0","","French Country","Nicholson Lakes","","","","Public","Water Front","2006"
"BR2021015044","","City","$130,000","","","1.0","","Traditional","Essen Heights","","","","Public","",""
"BR2021015050","","City","$279,500","","","1.0","","Contemporary","Hidden Grove","","","","Public","","2014"
"BR2021015051","","City","$203,500","","","1.0","","Traditional","Mayfair Park North","","","","Public","",""
"BR2021015054","","City","$270,000","","","1.0","","Traditional","Rose Gardens","","","","Public","","2018"
"BR2021015059","","City","$282,000","","","1.0","","Traditional","Hunters Trace","","","","Public","Water Front","2020"
"BR2021015060","","City","$234,900","","","1.0","","Traditional","Park Forest","","","","Public","",""
"BR2021015063","","City","$245,000","","","1.0","","Traditional","Nicholson Lakes","","","","Public","","2006"
"BR2021015071","","City","$250,000","","","1.0","","Traditional","Sherwood Forest","","","","Public","","1977"
"BR2021015074","","City","$270,000","","","1.0","","Traditional","Sherwood Oaks","","","","Public","",""
"BR2021015075","","City","$190,000","","","1.0","","Traditional","Perkins Village","","","","Public","","1979"
"BR2021015076","","","$61,000","","","1.0","","Other","Nesser Gardens Condos","","","","","",""
"BR2021015080","","","$30,000","","","1.0","","Traditional","Fortune","","","","Public","",""
"BR2021015085","","City","$175,000","","","1.0","","Traditional","Wickland Terrace","","","","Public","",""
"BR2021015097","","City","$279,000","","","2.0","","Contemporary","Lake At Anselmo","","","","Public","","2016"
"2316061","","City","$256,000","None","","1.0","","Traditional","","","No","","Public","",""
"BR2021015107","","City","$238,000","","","1.0","","Traditional","Magnolia Lakes","","","","Public","Water Access Community","2014"
"BR2021015109","","City","$262,000","","","1.0","","Traditional","Nottinghill","","","","Public","","2012"
"BR2021015111","","City","$170,000","","","1.0","","Other","Summerwood Villas","","","","Public","","2006"
"BR2021015116","","City","$217,500","","","1.0","","Traditional","Nicholson Lakes","","","","Public","","2006"
"BR2021015119","","City","$400,000","","","2.0","","Other","Stanwick Place","","","","Public","","1997"
"BR2021015121","","City","$214,000","","","1.0","","Acadian","Fairwood","","","","Public","",""
"BR2021015123","","City","$463,307","","","1.0","","Cottage","Materra","","","","Public","","2021"
"BR2021015125","","City","$218,500","","","1.0","","Ranch","Martin Terrace","","","","Public","",""
